street_id,street_address,latitude,longitude,ZEDZ(inside =1),pop_distribution,parcel_delivered(#/year),parcel_delivered(#/day),parcel_delivered(kg/day),USPS_Depot_name,USPS_Depot_parcel(kg),UPS_Depot_name,UPS_Depot_parcel(kg),Amazon_Depot_name,Amazon_Depot_Depot_parcel(kg),FedEX_Depot_name,FedEX_Depot_parcel(kg),USPS_ID,UPS_ID,Amazon_ID,FedEx_ID
118,"Airport Avenue, Santa Monica, CA90405",34.0178143,-118.4473286,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-8,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-15,3.996621848,8,9,10,15
119,"Alisal Court, Santa Monica, CA90402",34.0406633,-118.509218,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,1,9,10,12
120,"Alisal Lane, Santa Monica, CA90402",34.0402818,-118.5095849,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,1,9,10,12
121,"Alta Avenue, Santa Monica, CA90402",34.0247671,-118.5089937,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
122,"Amalfi Court, Santa Monica, CA90402",34.0330676,-118.5116388,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
123,"Amalfi Drive, Santa Monica, CA90402",34.0323474,-118.5132699,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
124,"Appian Way, Santa Monica, CA90401",34.0075098,-118.4924572,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
125,"Arcadia Terrace, Santa Monica, CA90401",34.0083927,-118.4934689,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
126,"Arizona Avenue, Santa Monica, CA90401",34.0171162,-118.4972486,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
127,"Arizona Avenue, Santa Monica, CA90404",34.0265309,-118.4857078,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,3,9,10,12
128,"Arizona Place, Santa Monica, CA90404",34.0194805,-118.495358,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-4,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,4,9,10,11
129,"Ashland Avenue, Santa Monica, CA90405",34.0001965,-118.4814561,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
130,"Ashland Pl N, Santa Monica, CA90405",34.0052557,-118.4732608,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,6,9,10,14
131,"Ashland Place, Santa Monica, CA90405",34.0001965,-118.4814561,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
132,"Attilla Road, Santa Monica, CA90402",34.0379788,-118.5169135,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
133,"Barnard Way, Santa Monica, CA90405",34.0016865,-118.4867156,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
134,"Bay Street, Santa Monica, CA90405",34.0135437,-118.4787339,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,5,9,10,12
135,"Beach Street, Santa Monica, CA90405",34.0022488,-118.4883355,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
136,"Bentley Court, Santa Monica, CA90405",34.0033673,-118.4727189,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,6,9,10,14
137,"Berkeley Street, Santa Monica, CA90403",34.032179,-118.4638579,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
138,"Berkeley Street, Santa Monica, CA90404",34.032179,-118.4638579,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
139,"Beverly Avenue, Santa Monica, CA90405",34.010893,-118.480957,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,5,9,10,12
140,"Bicknell Avenue, Santa Monica, CA90405",34.0046064,-118.4909489,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
141,"Brentwood Terrace, Santa Monica, CA90402",34.0465846,-118.4896548,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
142,"Broadway, Santa Monica, CA90401",34.016159,-118.4916379,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
143,"Broadway, Santa Monica, CA90404",34.0278368,-118.4768669,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
144,"Broadway Street, Santa Monica, CA90401",34.016159,-118.4916379,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
145,"Broadway Street, Santa Monica, CA90404",34.0278368,-118.4768669,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
146,"Brooktree Road, Santa Monica, CA90402",34.0405529,-118.5150756,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
147,"Bryn Mawr Avenue, Santa Monica, CA90405",34.0084754,-118.4655186,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,6,9,10,14
148,"California Avenue, Santa Monica, CA90403",34.0272259,-118.4910083,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,3,9,10,12
149,"California Incline, Santa Monica, CA90403",34.0194536,-118.5051072,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
150,"California Pl N, Santa Monica, CA90403",34.037415,-118.4793794,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
151,"Carlyle Avenue, Santa Monica, CA90402",34.046956,-118.4905744,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
152,"Cedar Street, Santa Monica, CA90405",34.010099,-118.4772463,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,5,9,10,12
153,"Centinela Avenue, Santa Monica, CA90403",34.0378947,-118.467132,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,2,9,10,14
154,"Centinela Avenue, Santa Monica, CA90404",34.0378947,-118.467132,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,2,9,10,14
155,"Channel Lane, Santa Monica, CA90402",34.029798,-118.5174586,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
156,"Chautauqua Boulevard, Santa Monica, CA90402",34.0285607,-118.5194923,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
157,"Chelsea Avenue, Santa Monica, CA90403",34.036444,-118.4814937,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
158,"Chelsea Avenue, Santa Monica, CA90404",34.0330557,-118.4766994,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
159,"Chelsea Court, Santa Monica, CA90403",34.0155993,-118.4984004,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
160,"Chelsea Place, Santa Monica, CA90404",34.0330557,-118.4766994,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
161,"Clover Street, Santa Monica, CA90405",34.0165406,-118.4567463,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-8,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,8,9,10,14
162,"Cloverfield Boulevard, Santa Monica, CA90404",34.026915,-118.471285,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
163,"Cloverfield Boulevard, Santa Monica, CA90405",34.0296296,-118.4754413,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
164,"Colorado Avenue, Santa Monica, CA90401",34.0199022,-118.4847068,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,5,9,10,12
165,"Colorado Avenue, Santa Monica, CA90404",34.0325149,-118.4692906,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
166,"Copeland Court, Santa Monica, CA90405",34.0059166,-118.4802995,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,6,9,10,12
167,"Darlington Avenue, Santa Monica, CA90403",34.0529706,-118.464077,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
168,"Delaware Avenue, Santa Monica, CA90404",34.02226,-118.4720984,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,5,9,10,14
169,"Dewey Place, Santa Monica, CA90405",34.0092271,-118.4580775,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-7,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-15,3.996621848,7,9,10,15
170,"Dewey Street, Santa Monica, CA90405",34.0092271,-118.4580775,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-7,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-15,3.996621848,7,9,10,15
171,"Donald Douglas Loop N, Santa Monica, CA90405",34.0167994,-118.4529489,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-8,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,8,9,10,14
172,"Donald Douglas Loop S, Santa Monica, CA90405",34.017216,-118.4470352,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-8,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-15,3.996621848,8,9,10,15
173,"Dorchester Avenue, Santa Monica, CA90404",34.0206946,-118.5005082,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
174,"Dryad Court, Santa Monica, CA90402",34.0351593,-118.5103991,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
175,"Dryad Road, Santa Monica, CA90402",34.0351593,-118.5103991,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
176,"E Channel Road, Santa Monica, CA90402",34.0283383,-118.5189364,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
177,"E Ocean Avenue, Santa Monica, CA90401",34.0159981,-118.499712,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
178,"E Ocean Avenue, Santa Monica, CA90402",34.0230417,-118.5078273,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
179,"E Ocean Avenue, Santa Monica, CA90403",34.019002,-118.503172,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
180,"E Ocean Avenue, Santa Monica, CA90405",34.0159981,-118.499712,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,5,9,10,11
181,"E Rustic Road, Santa Monica, CA90402",34.0474434,-118.490448,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
182,"Entrada Drive, Santa Monica, CA90402",34.0305633,-118.5126796,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
183,"Ermont Place, Santa Monica, CA90402",34.0244025,-118.5133233,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
184,"Esparta Way, Santa Monica, CA90402",34.0388512,-118.5087765,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,1,9,10,12
185,"Euclid Court, Santa Monica, CA90404",34.0244983,-118.4876624,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,3,9,10,12
186,"Euclid Street, Santa Monica, CA90402",34.028019,-118.4926653,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-4,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,4,9,10,12
187,"Euclid Street, Santa Monica, CA90403",34.028019,-118.4926653,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-4,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,4,9,10,12
188,"Euclid Street, Santa Monica, CA90404",34.0244983,-118.4876624,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,3,9,10,12
189,"Euclid Street, Santa Monica, CA90405",34.028019,-118.4926653,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-4,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,4,9,10,12
190,"Exposition Boulevard, Santa Monica, CA90404",34.030188,-118.4576109,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
191,"Foxtail Drive, Santa Monica, CA90402",34.0363396,-118.5067306,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,1,9,10,12
192,"Frank Street, Santa Monica, CA90404",34.0256642,-118.4669173,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,5,9,10,14
193,"Franklin Street, Santa Monica, CA90403",34.0358329,-118.466759,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
194,"Franklin Street, Santa Monica, CA90404",34.0358329,-118.466759,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-3,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,3,9,10,14
195,"Fraser Avenue, Santa Monica, CA90405",34.0021365,-118.4850248,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
196,"Frederick Street, Santa Monica, CA90405",34.0056206,-118.4752876,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,6,9,10,12
197,"Gale Place, Santa Monica, CA90402",34.0421752,-118.5019136,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,2,9,10,12
198,"Georgina Avenue, Santa Monica, CA90402",34.0445785,-118.4947872,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
199,"Glenn Avenue, Santa Monica, CA90405",34.0054205,-118.4693845,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,6,9,10,14
200,"Glenn Court, Santa Monica, CA90405",34.0048749,-118.4687024,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,6,9,10,14
201,"Goldsmith Street, Santa Monica, CA90405",34.0148986,-118.4666969,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,5,9,10,14
202,"Grant Street, Santa Monica, CA90405",34.0113701,-118.4809094,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,5,9,10,12
203,"Haldeman Road, Santa Monica, CA90402",34.0404053,-118.5130062,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
204,"Hart Avenue, Santa Monica, CA90405",34.0021051,-118.486326,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
205,"Harvard Street, Santa Monica, CA90403",34.0367018,-118.4753591,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
206,"Harvard Street, Santa Monica, CA90404",34.0367018,-118.4753591,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
207,"High Place, Santa Monica, CA90404",34.0244025,-118.5133233,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
208,"Highland Avenue, Santa Monica, CA90405",34.0056263,-118.4783424,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,6,9,10,12
209,"Hightree Road, Santa Monica, CA90402",34.0379788,-118.5169135,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
210,"Hill Pl N, Santa Monica, CA90405",34.0001965,-118.4814561,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
211,"Hill Street, Santa Monica, CA90405",34.0018039,-118.4816758,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
212,"Hillside Lane, Santa Monica, CA90402",34.0337539,-118.518681,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
213,"Hilltree Road, Santa Monica, CA90402",34.0369132,-118.5151209,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
214,"Hollister Avenue, Santa Monica, CA90405",34.0038843,-118.4861685,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
215,"Idaho Avenue, Santa Monica, CA90403",34.025857,-118.499352,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
216,"Kansas Avenue, Santa Monica, CA90404",34.0238307,-118.463564,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,5,9,10,14
217,"Kensington Road, Santa Monica, CA90405",34.0085291,-118.479941,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,6,9,10,12
218,"Kingman Avenue, Santa Monica, CA90402",34.0388512,-118.5087765,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,1,9,10,12
219,"Kinney Street, Santa Monica, CA90405",33.998649,-118.4809364,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
220,"la Mesa Drive, Santa Monica, CA90402",34.0462081,-118.4970724,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
221,"la Mesa Way, Santa Monica, CA90402",34.0462081,-118.4970724,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
222,"Larkin Place, Santa Monica, CA90402",34.0356274,-118.5072203,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
223,"Latimer Road, Santa Monica, CA90402",34.038924,-118.5143374,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
224,"Lincoln Boulevard, Santa Monica, CA90401",34.0193583,-118.4906837,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-5,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,5,9,10,12
225,"Lincoln Boulevard, Santa Monica, CA90402",34.0068498,-118.4752176,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,6,9,10,12
226,"Lincoln Boulevard, Santa Monica, CA90403",34.0269959,-118.499626,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
227,"Lincoln Boulevard, Santa Monica, CA90404",34.0065606,-118.4746739,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,6,9,10,12
228,"Lincoln Boulevard, Santa Monica, CA90405",34.0065606,-118.4746739,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-12,3.996621848,6,9,10,12
229,"Lincoln Court, Santa Monica, CA90401",34.0054235,-118.4738569,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,6,9,10,14
230,"Lincoln Court, Santa Monica, CA90403",34.0054235,-118.4738569,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,6,9,10,14
231,"Linda Lane, Santa Monica, CA90405",34.0061056,-118.4661698,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-7,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-14,3.996621848,7,9,10,14
232,"Lipton Avenue, Santa Monica, CA90403",34.0385768,-118.4739069,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-2,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-13,3.996621848,2,9,10,13
233,"Longfellow Street, Santa Monica, CA90405",34.0001965,-118.4814561,1,263.1253561,7367.509972,20.18495883,22.20345471,depot-6,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,6,9,10,11
234,"Mabery Road, Santa Monica, CA90402",34.0275562,-118.5158409,0,263.1253561,7367.509972,20.18495883,22.20345471,depot-1,8.437312789,depot-9,5.32882913,depot-10,4.662725489,depot-11,3.996621848,1,9,10,11
