street_id,street_address,latitude,longitude,ZEDZ(inside =1),pop_distribution,parcel_delivered(#/year),parcel_delivered(#/day),parcel_delivered(kg/day),USPS_Depot_name,USPS_Depot_parcel(kg),UPS_Depot_name,UPS_Depot_parcel(kg),Amazon_Depot_name,Amazon_Depot_Depot_parcel(kg),FedEX_Depot_name,FedEX_Depot_parcel(kg)
1,"10th Court, Santa Monica, CA90403",34.0198901,-118.4884089,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
2,"10th Court, Santa Monica, CA90405",34.0198965,-118.4872614,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
3,"10th Street, Santa Monica, CA90401",34.0198901,-118.4884089,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
4,"10th Street, Santa Monica, CA90402",34.0198901,-118.4884089,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
5,"10th Street, Santa Monica, CA90403",34.0198901,-118.4884089,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
6,"10th Street, Santa Monica, CA90404",34.0198901,-118.4884089,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
7,"10th Street, Santa Monica, CA90405",34.0198901,-118.4884089,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
8,"11th Court, Santa Monica, CA90403",34.029789,-118.497364,0,214.7477404,6012.936732,16.47379927,18.12117919,depot-1,6.886048093,depot-9,4.349083006,depot-10,3.80544763,depot-12,3.261812255
9,"11th Street, Santa Monica, CA90401",34.0242925,-118.4916917,0,258.5636307,7239.78166,19.83501825,21.81852007,depot-4,8.291037628,depot-9,5.236444817,depot-10,4.581889215,depot-12,3.927333613
10,"11th Street, Santa Monica, CA90402",34.0242925,-118.4916917,0,258.5636307,7239.78166,19.83501825,21.81852007,depot-4,8.291037628,depot-9,5.236444817,depot-10,4.581889215,depot-12,3.927333613
11,"11th Street, Santa Monica, CA90403",34.0253028,-118.4923773,0,523.3308178,14653.2629,40.14592575,44.16051833,depot-4,16.78099696,depot-9,10.5985244,depot-10,9.273708848,depot-12,7.948893299
12,"11th Street, Santa Monica, CA90404",34.0194353,-118.4836409,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-12,7.305596427
13,"11th Street, Santa Monica, CA90405",34.0185454,-118.4842621,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-12,7.305596427
14,"12th Street, Santa Monica, CA90401",34.018562,-118.4834492,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-12,7.305596427
15,"12th Street, Santa Monica, CA90402",34.018562,-118.4834492,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-12,7.305596427
16,"12th Street, Santa Monica, CA90403",34.018562,-118.4834492,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-12,7.305596427
17,"12th Street, Santa Monica, CA90404",34.0194353,-118.4836409,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-12,7.305596427
18,"14th Street, Santa Monica, CA90402",34.0225107,-118.4846546,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-3,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
19,"14th Street, Santa Monica, CA90403",34.0225107,-118.4846546,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-3,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
20,"14th Street, Santa Monica, CA90404",34.0225107,-118.4846546,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-3,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
21,"14th Street, Santa Monica, CA90405",34.0154722,-118.4758611,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-5,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-14,5.959890159
22,"15th Street, Santa Monica, CA90402",34.0347845,-118.4968362,0,914.6768518,25610.95185,70.16699137,77.18369051,depot-2,29.32980239,depot-9,18.52408572,depot-10,16.20857501,depot-12,13.89306429
23,"15th Street, Santa Monica, CA90403",34.0308827,-118.491201,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-12,2.894897734
24,"15th Street, Santa Monica, CA90404",34.0244138,-118.4838081,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-3,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
25,"16th Street, Santa Monica, CA90402",34.027893,-118.485935,0,258.5636307,7239.78166,19.83501825,21.81852007,depot-3,8.291037628,depot-9,5.236444817,depot-10,4.581889215,depot-12,3.927333613
26,"16th Street, Santa Monica, CA90403",34.024171,-118.481585,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-3,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-14,2.29793892
27,"16th Street, Santa Monica, CA90404",34.024171,-118.481585,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-3,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-14,2.29793892
28,"16th Street, Santa Monica, CA90405",34.027893,-118.485935,0,258.5636307,7239.78166,19.83501825,21.81852007,depot-3,8.291037628,depot-9,5.236444817,depot-10,4.581889215,depot-12,3.927333613
29,"17th Street, Santa Monica, CA90402",34.019349,-118.474101,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-14,7.305596427
30,"17th Street, Santa Monica, CA90403",34.019349,-118.474101,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-14,7.305596427
31,"17th Street, Santa Monica, CA90404",34.019349,-118.474101,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-14,7.305596427
32,"17th Street, Santa Monica, CA90405",34.019349,-118.474101,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-14,7.305596427
33,"18th Court, Santa Monica, CA90405",34.022168,-118.4749601,0,480.9781197,13467.38735,36.89695165,40.58664682,depot-5,15.42292579,depot-9,9.740795236,depot-10,8.523195832,depot-14,7.305596427
34,"18th Street, Santa Monica, CA90402",34.034654,-118.490179,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-13,2.894897734
35,"18th Street, Santa Monica, CA90403",34.034654,-118.490179,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-13,2.894897734
36,"18th Street, Santa Monica, CA90404",34.0276216,-118.4830659,0,258.5636307,7239.78166,19.83501825,21.81852007,depot-3,8.291037628,depot-9,5.236444817,depot-10,4.581889215,depot-13,3.927333613
37,"18th Street, Santa Monica, CA90405",34.013926,-118.449136,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-15,7.272228622
38,"19th Street, Santa Monica, CA90402",34.0280002,-118.4815886,0,258.5636307,7239.78166,19.83501825,21.81852007,depot-3,8.291037628,depot-9,5.236444817,depot-10,4.581889215,depot-14,3.927333613
39,"19th Street, Santa Monica, CA90403",34.035617,-118.489464,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-13,2.894897734
40,"19th Street, Santa Monica, CA90404",34.0280002,-118.4815886,0,258.5636307,7239.78166,19.83501825,21.81852007,depot-3,8.291037628,depot-9,5.236444817,depot-10,4.581889215,depot-14,3.927333613
41,"20th Street, Santa Monica, CA90402",34.0304481,-118.4815625,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
42,"20th Street, Santa Monica, CA90403",34.0285764,-118.478988,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
43,"20th Street, Santa Monica, CA90404",34.0297985,-118.4810796,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
44,"20th Street, Santa Monica, CA90405",34.0304481,-118.4815625,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
45,"21st Place, Santa Monica, CA90402",34.036975,-118.48838,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-13,2.894897734
46,"21st Street, Santa Monica, CA90402",34.036975,-118.48838,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-13,2.894897734
47,"21st Street, Santa Monica, CA90403",34.036975,-118.48838,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-13,2.894897734
48,"21st Street, Santa Monica, CA90404",34.036975,-118.48838,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-2,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-13,2.894897734
49,"21st Street, Santa Monica, CA90405",34.0283292,-118.4772454,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
50,"22nd Street, Santa Monica, CA90402",34.046956,-118.4905744,0,914.6768518,25610.95185,70.16699137,77.18369051,depot-2,29.32980239,depot-9,18.52408572,depot-10,16.20857501,depot-13,13.89306429
51,"22nd Street, Santa Monica, CA90403",34.032174,-118.482698,0,580.4784119,16253.39553,44.52985077,48.98283585,depot-3,18.61347762,depot-9,11.7558806,depot-10,10.28639553,depot-13,8.816910453
52,"22nd Street, Santa Monica, CA90404",34.025047,-118.4725694,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
53,"22nd Street, Santa Monica, CA90405",34.025047,-118.4725694,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
54,"23rd Street, Santa Monica, CA90402",34.0390471,-118.4861868,0,580.4784119,16253.39553,44.52985077,48.98283585,depot-2,18.61347762,depot-9,11.7558806,depot-10,10.28639553,depot-13,8.816910453
55,"23rd Street, Santa Monica, CA90403",34.0390471,-118.4861868,0,580.4784119,16253.39553,44.52985077,48.98283585,depot-2,18.61347762,depot-9,11.7558806,depot-10,10.28639553,depot-13,8.816910453
56,"23rd Street, Santa Monica, CA90404",34.0299388,-118.476715,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
57,"23rd Street, Santa Monica, CA90405",34.0299388,-118.476715,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
58,"24th Court, Santa Monica, CA90405",34.0195669,-118.4507518,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
59,"24th Street, Santa Monica, CA90402",34.0333862,-118.4790377,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-2,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
60,"24th Street, Santa Monica, CA90403",34.0333862,-118.4790377,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-2,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
61,"24th Street, Santa Monica, CA90404",34.0333862,-118.4790377,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-2,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
62,"24th Street, Santa Monica, CA90405",34.0218081,-118.4638611,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-5,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
63,"25th Street, Santa Monica, CA90402",34.0330731,-118.4781699,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
64,"25th Street, Santa Monica, CA90403",34.0383221,-118.4824523,0,580.4784119,16253.39553,44.52985077,48.98283585,depot-2,18.61347762,depot-9,11.7558806,depot-10,10.28639553,depot-13,8.816910453
65,"25th Street, Santa Monica, CA90404",34.0330731,-118.4781699,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
66,"25th Street, Santa Monica, CA90405",34.0315211,-118.4738565,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
67,"26th Street, Santa Monica, CA90402",34.0472377,-118.490797,0,914.6768518,25610.95185,70.16699137,77.18369051,depot-2,29.32980239,depot-9,18.52408572,depot-10,16.20857501,depot-13,13.89306429
68,"26th Street, Santa Monica, CA90403",34.0361543,-118.4778601,0,580.4784119,16253.39553,44.52985077,48.98283585,depot-2,18.61347762,depot-9,11.7558806,depot-10,10.28639553,depot-13,8.816910453
69,"26th Street, Santa Monica, CA90404",34.03302,-118.474037,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
70,"26th Street, Santa Monica, CA90405",34.02875,-118.4717975,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
71,"27th Street, Santa Monica, CA90404",34.025047,-118.4725694,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
72,"27th Street, Santa Monica, CA90405",34.0248212,-118.4599269,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-5,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
73,"28th Street, Santa Monica, CA90405",34.0194385,-118.4558742,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
74,"29th Street, Santa Monica, CA90405",34.0242645,-118.4592718,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-5,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
75,"2nd Court, Santa Monica, CA90403",34.022201,-118.506132,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
76,"2nd Street, Santa Monica, CA90401",34.0123751,-118.4946573,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
77,"2nd Street, Santa Monica, CA90403",34.022201,-118.506132,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
78,"2nd Street, Santa Monica, CA90405",34.0138739,-118.4962475,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
79,"30th Street, Santa Monica, CA90405",34.020396,-118.4549669,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
80,"31st Street, Santa Monica, CA90405",34.0195669,-118.4507518,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
81,"32nd Street, Santa Monica, CA90405",34.0212126,-118.4524403,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
82,"33rd Street, Santa Monica, CA90405",34.0243898,-118.4532301,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
83,"34th Street, Santa Monica, CA90404",34.026404,-118.452931,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
84,"34th Street, Santa Monica, CA90405",34.025317,-118.452904,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
85,"3rd Street, Santa Monica, CA90401",34.0164092,-118.4967894,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
86,"3rd Street, Santa Monica, CA90403",34.0164092,-118.4967894,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
87,"3rd Street, Santa Monica, CA90405",34.0164092,-118.4967894,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
88,"3rd Street Promenade, Santa Monica, CA90401",34.0164092,-118.4967894,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
89,"3rd Street Promenade, Santa Monica, CA90403",34.0164092,-118.4967894,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
90,"4th Avenue, Santa Monica, CA90401",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
91,"4th Avenue, Santa Monica, CA90402",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
92,"4th Avenue, Santa Monica, CA90403",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
93,"4th Avenue, Santa Monica, CA90405",34.0096318,-118.4870584,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-5,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
94,"4th Court, Santa Monica, CA90403",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
95,"4th Street, Santa Monica, CA90401",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
96,"4th Street, Santa Monica, CA90402",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
97,"4th Street, Santa Monica, CA90403",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
98,"4th Street, Santa Monica, CA90405",34.021548,-118.500623,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
99,"5th Street, Santa Monica, CA90401",34.01471,-118.491841,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
100,"5th Street, Santa Monica, CA90403",34.0231242,-118.5014936,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
101,"5th Street, Santa Monica, CA90405",34.01471,-118.491841,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
102,"6th Court, Santa Monica, CA90403",34.0259405,-118.5020963,0,214.7477404,6012.936732,16.47379927,18.12117919,depot-1,6.886048093,depot-9,4.349083006,depot-10,3.80544763,depot-11,3.261812255
103,"6th Street, Santa Monica, CA90401",34.0163953,-118.4908929,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
104,"6th Street, Santa Monica, CA90403",34.0259405,-118.5020963,0,214.7477404,6012.936732,16.47379927,18.12117919,depot-1,6.886048093,depot-9,4.349083006,depot-10,3.80544763,depot-11,3.261812255
105,"6th Street, Santa Monica, CA90405",34.0108262,-118.4848923,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-5,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-12,3.430167318
106,"7th Street, Santa Monica, CA90401",34.0150398,-118.4875136,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
107,"7th Street, Santa Monica, CA90402",34.0162086,-118.4898283,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
108,"7th Street, Santa Monica, CA90403",34.0162086,-118.4898283,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
109,"7th Street, Santa Monica, CA90405",34.0162086,-118.4898283,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
110,"9th Court, Santa Monica, CA90401",34.027126,-118.498994,0,214.7477404,6012.936732,16.47379927,18.12117919,depot-1,6.886048093,depot-9,4.349083006,depot-10,3.80544763,depot-12,3.261812255
111,"9th Court, Santa Monica, CA90403",34.027126,-118.498994,0,214.7477404,6012.936732,16.47379927,18.12117919,depot-1,6.886048093,depot-9,4.349083006,depot-10,3.80544763,depot-12,3.261812255
112,"9th Street, Santa Monica, CA90401",34.0194605,-118.4900157,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
